date,link_id,site,capacity_mbps,utilization_mbps,utilization_pct,ticket_count,outage_count
2025-04-21,wan-03,branch-aggregation,250,97.9,39.1,4,0
2025-04-22,wan-03,branch-aggregation,250,113.0,45.2,2,0
2025-04-23,wan-03,branch-aggregation,250,120.5,48.2,0,0
2025-04-24,wan-03,branch-aggregation,250,134.7,53.9,4,0
2025-04-25,wan-03,branch-aggregation,250,147.5,59.0,0,0
2025-04-26,wan-03,branch-aggregation,250,110.5,44.2,1,0
2025-04-27,wan-03,branch-aggregation,250,114.3,45.7,1,0
2025-04-28,wan-03,branch-aggregation,250,101.3,40.5,2,0
2025-04-29,wan-03,branch-aggregation,250,118.0,47.2,2,0
2025-04-30,wan-03,branch-aggregation,250,139.3,55.7,0,0
2025-05-01,wan-03,branch-aggregation,250,150.7,60.3,2,0
2025-05-02,wan-03,branch-aggregation,250,140.1,56.1,3,0
2025-05-03,wan-03,branch-aggregation,250,130.9,52.4,0,0
2025-05-04,wan-03,branch-aggregation,250,153.2,61.3,3,0
2025-05-05,wan-03,branch-aggregation,250,124.3,49.7,4,0
2025-05-06,wan-03,branch-aggregation,250,136.5,54.6,0,0
2025-05-07,wan-03,branch-aggregation,250,147.4,59.0,4,0
2025-05-08,wan-03,branch-aggregation,250,158.0,63.2,2,0
2025-05-09,wan-03,branch-aggregation,250,159.3,63.7,3,0
2025-05-10,wan-03,branch-aggregation,250,147.2,58.9,1,0
2025-05-11,wan-03,branch-aggregation,250,122.9,49.2,0,0
2025-05-12,wan-03,branch-aggregation,250,123.3,49.3,2,0
2025-05-13,wan-03,branch-aggregation,250,119.9,48.0,0,0
2025-05-14,wan-03,branch-aggregation,250,139.7,55.9,2,0
2025-05-15,wan-03,branch-aggregation,250,161.1,64.5,1,0
2025-05-16,wan-03,branch-aggregation,250,147.6,59.1,2,0
2025-05-17,wan-03,branch-aggregation,250,151.3,60.5,1,0
2025-05-18,wan-03,branch-aggregation,250,117.4,46.9,0,0
2025-05-19,wan-03,branch-aggregation,250,101.7,40.7,3,0
2025-05-20,wan-03,branch-aggregation,250,114.5,45.8,3,0
2025-05-21,wan-03,branch-aggregation,250,106.7,42.7,3,0
2025-05-22,wan-03,branch-aggregation,250,127.7,51.1,2,0
2025-05-23,wan-03,branch-aggregation,250,118.3,47.3,1,0
2025-05-24,wan-03,branch-aggregation,250,120.6,48.3,3,0
2025-05-25,wan-03,branch-aggregation,250,112.7,45.1,3,0
2025-05-26,wan-03,branch-aggregation,250,98.1,39.2,4,0
2025-05-27,wan-03,branch-aggregation,250,103.5,41.4,4,0
2025-05-28,wan-03,branch-aggregation,250,120.7,48.3,0,0
2025-05-29,wan-03,branch-aggregation,250,150.9,60.4,1,0
2025-05-30,wan-03,branch-aggregation,250,148.8,59.5,0,0
2025-05-31,wan-03,branch-aggregation,250,138.2,55.3,2,0
2025-06-01,wan-03,branch-aggregation,250,120.3,48.1,2,0
2025-06-02,wan-03,branch-aggregation,250,97.9,39.2,3,0
2025-06-03,wan-03,branch-aggregation,250,120.8,48.3,4,0
2025-06-04,wan-03,branch-aggregation,250,138.9,55.6,1,0
2025-06-05,wan-03,branch-aggregation,250,155.3,62.1,2,0
2025-06-06,wan-03,branch-aggregation,250,169.5,67.8,1,0
2025-06-07,wan-03,branch-aggregation,250,146.9,58.8,2,0
2025-06-08,wan-03,branch-aggregation,250,144.0,57.6,0,0
2025-06-09,wan-03,branch-aggregation,250,116.1,46.4,0,0
2025-06-10,wan-03,branch-aggregation,250,143.3,57.3,3,0
2025-06-11,wan-03,branch-aggregation,250,149.4,59.8,2,0
2025-06-12,wan-03,branch-aggregation,250,146.2,58.5,3,0
2025-06-13,wan-03,branch-aggregation,250,153.8,61.5,0,0
2025-06-14,wan-03,branch-aggregation,250,161.6,64.6,0,0
2025-06-15,wan-03,branch-aggregation,250,136.8,54.7,2,0
2025-06-16,wan-03,branch-aggregation,250,103.1,41.2,2,0
2025-06-17,wan-03,branch-aggregation,250,105.2,42.1,2,0
2025-06-18,wan-03,branch-aggregation,250,120.4,48.1,0,0
2025-06-19,wan-03,branch-aggregation,250,163.3,65.3,1,0
2025-06-20,wan-03,branch-aggregation,250,150.9,60.4,1,0
2025-06-21,wan-03,branch-aggregation,250,136.4,54.5,0,0
2025-06-22,wan-03,branch-aggregation,250,103.3,41.3,0,0
2025-06-23,wan-03,branch-aggregation,250,110.6,44.3,2,0
2025-06-24,wan-03,branch-aggregation,250,95.8,38.3,3,0
2025-06-25,wan-03,branch-aggregation,250,128.2,51.3,6,0
2025-06-26,wan-03,branch-aggregation,250,142.3,56.9,3,0
2025-06-27,wan-03,branch-aggregation,250,151.5,60.6,3,0
2025-06-28,wan-03,branch-aggregation,250,137.3,54.9,1,0
2025-06-29,wan-03,branch-aggregation,250,129.0,51.6,3,0
2025-06-30,wan-03,branch-aggregation,250,104.2,41.7,0,0
2025-07-01,wan-03,branch-aggregation,250,120.7,48.3,4,0
2025-07-02,wan-03,branch-aggregation,250,137.4,54.9,0,0
2025-07-03,wan-03,branch-aggregation,250,164.3,65.7,3,0
2025-07-04,wan-03,branch-aggregation,250,180.2,72.1,2,0
2025-07-05,wan-03,branch-aggregation,250,171.2,68.5,0,0
2025-07-06,wan-03,branch-aggregation,250,145.6,58.2,2,0
2025-07-07,wan-03,branch-aggregation,250,116.7,46.7,1,0
2025-07-08,wan-03,branch-aggregation,250,143.0,57.2,3,0
2025-07-09,wan-03,branch-aggregation,250,143.0,57.2,3,0
2025-07-10,wan-03,branch-aggregation,250,169.0,67.6,3,0
2025-07-11,wan-03,branch-aggregation,250,165.9,66.4,2,0
2025-07-12,wan-03,branch-aggregation,250,143.3,57.3,1,0
2025-07-13,wan-03,branch-aggregation,250,132.2,52.9,0,0
2025-07-14,wan-03,branch-aggregation,250,115.3,46.1,2,0
2025-07-15,wan-03,branch-aggregation,250,121.1,48.4,3,0
2025-07-16,wan-03,branch-aggregation,250,123.1,49.3,1,0
2025-07-17,wan-03,branch-aggregation,250,147.8,59.1,1,0
2025-07-18,wan-03,branch-aggregation,250,150.0,60.0,1,0
2025-07-19,wan-03,branch-aggregation,250,144.8,57.9,1,0
2025-07-20,wan-03,branch-aggregation,250,105.5,42.2,3,0
2025-07-21,wan-03,branch-aggregation,250,118.4,47.4,0,0
2025-07-22,wan-03,branch-aggregation,250,105.9,42.4,2,0
2025-07-23,wan-03,branch-aggregation,250,131.9,52.8,4,0
2025-07-24,wan-03,branch-aggregation,250,137.6,55.0,0,0
2025-07-25,wan-03,branch-aggregation,250,149.9,60.0,3,0
2025-07-26,wan-03,branch-aggregation,250,138.8,55.5,2,0
2025-07-27,wan-03,branch-aggregation,250,112.2,44.9,5,0
2025-07-28,wan-03,branch-aggregation,250,100.2,40.1,0,0
2025-07-29,wan-03,branch-aggregation,250,125.9,50.4,2,0
2025-07-30,wan-03,branch-aggregation,250,141.5,56.6,2,0
2025-07-31,wan-03,branch-aggregation,250,168.8,67.5,4,0
2025-08-01,wan-03,branch-aggregation,250,155.4,62.1,3,0
2025-08-02,wan-03,branch-aggregation,250,141.3,56.5,0,0
2025-08-03,wan-03,branch-aggregation,250,147.0,58.8,1,0
2025-08-04,wan-03,branch-aggregation,250,108.1,43.3,1,0
2025-08-05,wan-03,branch-aggregation,250,126.2,50.5,2,0
2025-08-06,wan-03,branch-aggregation,250,147.8,59.1,0,0
2025-08-07,wan-03,branch-aggregation,250,157.7,63.1,3,0
2025-08-08,wan-03,branch-aggregation,250,159.2,63.7,2,0
2025-08-09,wan-03,branch-aggregation,250,146.8,58.7,2,0
2025-08-10,wan-03,branch-aggregation,250,152.5,61.0,2,0
2025-08-11,wan-03,branch-aggregation,250,133.9,53.5,2,0
2025-08-12,wan-03,branch-aggregation,250,117.1,46.9,1,0
2025-08-13,wan-03,branch-aggregation,250,139.5,55.8,2,0
2025-08-14,wan-03,branch-aggregation,250,146.6,58.6,2,0
2025-08-15,wan-03,branch-aggregation,250,146.9,58.8,2,0
2025-08-16,wan-03,branch-aggregation,250,139.9,56.0,0,0
2025-08-17,wan-03,branch-aggregation,250,129.3,51.7,2,0
2025-08-18,wan-03,branch-aggregation,250,108.7,43.5,1,0
2025-08-19,wan-03,branch-aggregation,250,91.5,36.6,0,0
2025-08-20,wan-03,branch-aggregation,250,116.8,46.7,3,0
2025-08-21,wan-03,branch-aggregation,250,134.8,53.9,2,0
2025-08-22,wan-03,branch-aggregation,250,134.7,53.9,0,0
2025-08-23,wan-03,branch-aggregation,250,129.4,51.8,3,0
2025-08-24,wan-03,branch-aggregation,250,102.7,41.1,1,0
2025-08-25,wan-03,branch-aggregation,250,111.7,44.7,2,0
2025-08-26,wan-03,branch-aggregation,250,113.8,45.5,3,0
2025-08-27,wan-03,branch-aggregation,250,134.4,53.8,0,0
2025-08-28,wan-03,branch-aggregation,250,155.6,62.3,0,0
2025-08-29,wan-03,branch-aggregation,250,153.6,61.4,4,0
2025-08-30,wan-03,branch-aggregation,250,170.0,68.0,4,0
2025-08-31,wan-03,branch-aggregation,250,137.3,54.9,0,0
2025-09-01,wan-03,branch-aggregation,250,118.4,47.3,4,0
2025-09-02,wan-03,branch-aggregation,250,133.8,53.5,0,0
2025-09-03,wan-03,branch-aggregation,250,162.0,64.8,2,0
2025-09-04,wan-03,branch-aggregation,250,176.5,70.6,2,0
2025-09-05,wan-03,branch-aggregation,250,150.3,60.1,0,0
2025-09-06,wan-03,branch-aggregation,250,157.3,62.9,1,0
2025-09-07,wan-03,branch-aggregation,250,154.1,61.6,0,0
2025-09-08,wan-03,branch-aggregation,250,128.0,51.2,1,0
2025-09-09,wan-03,branch-aggregation,250,130.5,52.2,0,0
2025-09-10,wan-03,branch-aggregation,250,134.2,53.7,0,0
2025-09-11,wan-03,branch-aggregation,250,161.4,64.5,1,0
2025-09-12,wan-03,branch-aggregation,250,161.6,64.7,0,0
2025-09-13,wan-03,branch-aggregation,250,146.5,58.6,0,0
2025-09-14,wan-03,branch-aggregation,250,117.6,47.1,2,0
2025-09-15,wan-03,branch-aggregation,250,118.9,47.6,2,0
2025-09-16,wan-03,branch-aggregation,250,114.6,45.8,1,0
2025-09-17,wan-03,branch-aggregation,250,141.0,56.4,3,0
2025-09-18,wan-03,branch-aggregation,250,137.3,54.9,0,0
2025-09-19,wan-03,branch-aggregation,250,149.0,59.6,2,0
2025-09-20,wan-03,branch-aggregation,250,126.3,50.5,5,0
2025-09-21,wan-03,branch-aggregation,250,98.7,39.5,0,0
2025-09-22,wan-03,branch-aggregation,250,109.0,43.6,3,0
2025-09-23,wan-03,branch-aggregation,250,95.5,38.2,1,0
2025-09-24,wan-03,branch-aggregation,250,141.7,56.7,4,0
2025-09-25,wan-03,branch-aggregation,250,144.5,57.8,2,0
2025-09-26,wan-03,branch-aggregation,250,145.1,58.0,2,0
2025-09-27,wan-03,branch-aggregation,250,135.3,54.1,0,0
2025-09-28,wan-03,branch-aggregation,250,116.4,46.6,2,0
2025-09-29,wan-03,branch-aggregation,250,110.1,44.0,3,0
2025-09-30,wan-03,branch-aggregation,250,139.4,55.8,3,0
2025-10-01,wan-03,branch-aggregation,250,151.8,60.7,3,0
2025-10-02,wan-03,branch-aggregation,250,166.0,66.4,3,0
2025-10-03,wan-03,branch-aggregation,250,173.3,69.3,3,0
2025-10-04,wan-03,branch-aggregation,250,150.5,60.2,1,0
2025-10-05,wan-03,branch-aggregation,250,133.9,53.5,3,0
2025-10-06,wan-03,branch-aggregation,250,136.3,54.5,0,0
2025-10-07,wan-03,branch-aggregation,250,126.5,50.6,1,0
2025-10-08,wan-03,branch-aggregation,250,157.6,63.0,1,0
2025-10-09,wan-03,branch-aggregation,250,161.9,64.8,0,0
2025-10-10,wan-03,branch-aggregation,250,164.9,66.0,4,0
2025-10-11,wan-03,branch-aggregation,250,146.9,58.8,1,0
2025-10-12,wan-03,branch-aggregation,250,148.1,59.3,3,0
2025-10-13,wan-03,branch-aggregation,250,109.8,43.9,3,0
2025-10-14,wan-03,branch-aggregation,250,110.0,44.0,2,0
2025-10-15,wan-03,branch-aggregation,250,112.1,44.8,0,0
2025-10-16,wan-03,branch-aggregation,250,155.8,62.3,1,0
2025-10-17,wan-03,branch-aggregation,250,143.3,57.3,2,0
2025-10-18,wan-03,branch-aggregation,250,137.4,55.0,1,0
2025-10-19,wan-03,branch-aggregation,250,113.1,45.2,4,0
2025-10-20,wan-03,branch-aggregation,250,120.9,48.4,2,0
2025-10-21,wan-03,branch-aggregation,250,101.5,40.6,1,0
2025-10-22,wan-03,branch-aggregation,250,125.3,50.1,2,0
2025-10-23,wan-03,branch-aggregation,250,158.7,63.5,1,0
2025-10-24,wan-03,branch-aggregation,250,151.4,60.5,1,0
2025-10-25,wan-03,branch-aggregation,250,142.5,57.0,0,0
2025-10-26,wan-03,branch-aggregation,250,129.5,51.8,3,0
2025-10-27,wan-03,branch-aggregation,250,114.4,45.8,1,0
2025-10-28,wan-03,branch-aggregation,250,125.4,50.2,0,0
2025-10-29,wan-03,branch-aggregation,250,158.7,63.5,0,0
2025-10-30,wan-03,branch-aggregation,250,157.7,63.1,0,0
2025-10-31,wan-03,branch-aggregation,250,180.3,72.1,1,0
2025-11-01,wan-03,branch-aggregation,250,153.8,61.5,4,0
2025-11-02,wan-03,branch-aggregation,250,141.4,56.6,0,0
2025-11-03,wan-03,branch-aggregation,250,132.7,53.1,2,0
2025-11-04,wan-03,branch-aggregation,250,130.6,52.3,1,0
2025-11-05,wan-03,branch-aggregation,250,151.0,60.4,3,0
2025-11-06,wan-03,branch-aggregation,250,174.8,69.9,3,0
2025-11-07,wan-03,branch-aggregation,250,169.8,67.9,3,0
2025-11-08,wan-03,branch-aggregation,250,156.7,62.7,3,0
2025-11-09,wan-03,branch-aggregation,250,142.9,57.2,1,0
2025-11-10,wan-03,branch-aggregation,250,137.2,54.9,0,0
2025-11-11,wan-03,branch-aggregation,250,119.2,47.7,0,0
2025-11-12,wan-03,branch-aggregation,250,139.7,55.9,0,0
2025-11-13,wan-03,branch-aggregation,250,143.3,57.3,0,0
2025-11-14,wan-03,branch-aggregation,250,156.3,62.5,0,0
2025-11-15,wan-03,branch-aggregation,250,161.6,64.6,3,0
2025-11-16,wan-03,branch-aggregation,250,113.0,45.2,4,0
2025-11-17,wan-03,branch-aggregation,250,111.7,44.7,3,0
2025-11-18,wan-03,branch-aggregation,250,103.8,41.5,3,0
2025-11-19,wan-03,branch-aggregation,250,138.4,55.4,1,0
2025-11-20,wan-03,branch-aggregation,250,136.9,54.8,1,0
2025-11-21,wan-03,branch-aggregation,250,151.2,60.5,5,0
2025-11-22,wan-03,branch-aggregation,250,155.1,62.0,4,0
2025-11-23,wan-03,branch-aggregation,250,121.5,48.6,1,0
2025-11-24,wan-03,branch-aggregation,250,117.8,47.1,1,0
2025-11-25,wan-03,branch-aggregation,250,116.6,46.7,1,0
2025-11-26,wan-03,branch-aggregation,250,146.4,58.5,1,0
2025-11-27,wan-03,branch-aggregation,250,159.3,63.7,1,0
2025-11-28,wan-03,branch-aggregation,250,162.0,64.8,1,0
2025-11-29,wan-03,branch-aggregation,250,166.5,66.6,2,0
2025-11-30,wan-03,branch-aggregation,250,153.5,61.4,1,0
2025-12-01,wan-03,branch-aggregation,250,140.9,56.4,0,0
2025-12-02,wan-03,branch-aggregation,250,133.5,53.4,1,0
2025-12-03,wan-03,branch-aggregation,250,148.2,59.3,1,0
2025-12-04,wan-03,branch-aggregation,250,161.8,64.7,1,0
2025-12-05,wan-03,branch-aggregation,250,168.0,67.2,2,0
2025-12-06,wan-03,branch-aggregation,250,160.0,64.0,0,0
2025-12-07,wan-03,branch-aggregation,250,140.6,56.2,2,0
2025-12-08,wan-03,branch-aggregation,250,120.7,48.3,2,0
2025-12-09,wan-03,branch-aggregation,250,144.9,58.0,1,0
2025-12-10,wan-03,branch-aggregation,250,152.1,60.9,2,0
2025-12-11,wan-03,branch-aggregation,250,153.5,61.4,4,0
2025-12-12,wan-03,branch-aggregation,250,183.9,73.6,0,0
2025-12-13,wan-03,branch-aggregation,250,167.3,66.9,0,0
2025-12-14,wan-03,branch-aggregation,250,141.5,56.6,0,0
2025-12-15,wan-03,branch-aggregation,250,125.6,50.2,2,0
2025-12-16,wan-03,branch-aggregation,250,106.3,42.5,0,0
2025-12-17,wan-03,branch-aggregation,250,122.5,49.0,0,0
2025-12-18,wan-03,branch-aggregation,250,149.7,59.9,1,0
2025-12-19,wan-03,branch-aggregation,250,127.7,51.1,1,0
2025-12-20,wan-03,branch-aggregation,250,143.1,57.2,2,0
2025-12-21,wan-03,branch-aggregation,250,137.1,54.8,0,0
2025-12-22,wan-03,branch-aggregation,250,114.6,45.9,2,0
2025-12-23,wan-03,branch-aggregation,250,124.3,49.7,0,0
2025-12-24,wan-03,branch-aggregation,250,124.1,49.6,1,0
2025-12-25,wan-03,branch-aggregation,250,154.2,61.7,0,0
2025-12-26,wan-03,branch-aggregation,250,163.1,65.3,2,0
2025-12-27,wan-03,branch-aggregation,250,158.2,63.3,0,0
2025-12-28,wan-03,branch-aggregation,250,141.5,56.6,0,0
2025-12-29,wan-03,branch-aggregation,250,124.6,49.8,3,0
2025-12-30,wan-03,branch-aggregation,250,149.8,59.9,2,0
2025-12-31,wan-03,branch-aggregation,250,151.6,60.6,3,0
